,Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
195,Jubilation for Men Amouage for men,Oriental Fougere,Blackberry,Opoponax,Agarwood (Oud),Fall/Winter,Night,long lasting,heavy,4.42,2119
196,Jubilation for Women Amouage for women,Oriental Floral,Myrrh,Incense,Ylang-Ylang,Fall/Winter,Night,long lasting,heavy,4.07,582
197,Majan Amouage for women and men,Oriental Floral,Rose,Sandalwood,Musk,Spring/Summer,All Time,very long lasting,moderate,4.71,22
198,Mawaddah Amouage for women and men,Oriental Floral,Lavender,Tea Rose,Teak Wood,All Season,All Time,moderate,moderate,4.5,9
199,Memoir Man Amouage for men,Leather,Wormwood,Incense,Mint,Fall/Winter,Night,long lasting,moderate,4.28,1217
200,Memoir Woman Amouage for women,Chypre,Incense,Clove,Wormwood,Fall/Winter,Night,long lasting,heavy,4.22,835
201,Molook Amouage for men,Oriental Floral,Taif Rose,Amber,Agarwood (Oud),All Season,All Time,long lasting,heavy,4.54,31
202,Musk Abyadh Amouage for women and men,Woody Floral Musk,Musk,Vanille,Sandalwood,All Season,All Time,moderate,heavy,4.05,27
203,Ohood Amouage for women and men,Oriental Floral,Artemisia,African Orange flower,Rose,All Season,All Time,long lasting,moderate,4.58,13
204,Reflection Man Amouage for men,Woody Floral Musk,Jasmine,Neroli,Sandalwood,All Season,Day,long lasting,heavy,4.29,1734
205,Reflection Woman Amouage for women,Floral,Green Leaves,Magnolia,Freesia,Spring/Summer,Day,long lasting,heavy,3.74,477
206,Salamah Amouage for women and men,Oriental Floral,Taif Rose,Hay,Agarwood (Oud),All Season,Day,long lasting,heavy,4.62,14
207,Silver Cologne Amouage for men,Woody Floral Musk,Musk,Orange Blossom,Plum,Spring/Summer,Day,long lasting,heavy,3.9,255
208,Silver Cristal Amouage for women,Floral Woody Musk,Lily-of-the-Valley,Oakmoss,Incense,All Season,Day,long lasting,heavy,5.0,5
209,Sunshine Amouage for women,Oriental Floral,Osmanthus,Almond,Vanilla,All Season,Day,long lasting,heavy,4.02,570
210,Sunshine Men Amouage for men,Aromatic,Lavender,Brandy,Tonka Bean,All Season,Day,long lasting,heavy,3.55,431
211,Tahani Amouage for women and men,Oriental Floral,Bulgarian Rose,Artemisia,Taif Rose,Fall/Winter,All Time,long lasting,heavy,4.69,18
212,Taifi Rose Amouage for women and men,Oriental Floral,Taif Rose,Honey,Agarwood (Oud),Spring/Summer,Day,long lasting,heavy,4.75,11
213,Tayyiba Amouage for women and men,Oriental Floral,Lilac,Ylang-Ylang,Jasmine,All Season,All Time,long lasting,heavy,4.58,30
214,Tribute Amouage for women and men,Oriental,Tobacco,Incense,Leather,Fall/Winter,All Time,long lasting,heavy,4.58,175
215,Ubar Amouage for women,Oriental Floral,Black Amber,Jasmine,Sandalwood,Fall/Winter,Night,long lasting,heavy,3.96,493
216,Figment Man Amouage for men,Oriental Woody,Earthy Notes,Animal notes,Geranium,Fall/Winter,All Time,long lasting,heavy,2.93,221
217,Figment Woman Amouage for women,Chypre Floral,Gardenia,Tuberose,Lily,All Season,All Time,long lasting,heavy,3.14,116
218,Journey Man Amouage for men,Woody Spicy,Sichuan Pepper,Tobacco Leaf,Incense,Fall/Winter,All Time,long lasting,heavy,4.25,612
219,Journey Woman Amouage for women,Oriental Floral,Honey,Osmanthus,Apricot,All Season,Day,long lasting,heavy,3.95,403
220,Myths Man Amouage for men,Oriental,Ash,Leather,Chrysanthemum,Fall/Winter,Night,long lasting,heavy,3.85,307
221,Myths Woman Amouage for women,Floral Green,Moss,Chrysanthemum,Narcissus,All Season,Day,long lasting,heavy,3.13,207
222,The Library Collection Opus I Amouage for women and men,Chypre,Cardamom,Ylang-Ylang,Tuberose,All Season,Day,long lasting,heavy,3.54,204
223,The Library Collection Opus II Amouage for women and men,Oriental Fougere,Lavender,Wormwood,Cardamom,All Season,Day,moderate,moderate,3.65,176
224,The Library Collection Opus III Amouage for women and men,Oriental Floral,Violet,Mimosa,Benzoin,All Season,All Time,long lasting,heavy,4.07,262
225,The Library Collection Opus IV Amouage for women and men,,Caraway,Incense,Cardamon,Fall/Winter,Night,long lasting,heavy,3.82,249
226,The Library Collection Opus IX Amouage for women and men,Oriental,Jasmine,Civet,Ambergris,Fall/Winter,All Time,long lasting,heavy,3.72,157
227,The Library Collection Opus V Amouage for women and men,Oriental Floral,iris,Orris Root,Agarwood (Oud),All Season,All Time,long lasting,heavy,3.99,392
228,The Library Collection Opus VI Amouage for women and men,Oriental Spicy,Incense,Amber,Sichuan Pepper,Fall/Winter,Night,long lasting,heavy,4.21,472
229,The Library Collection Opus VII Amouage for women and men,Aromatic Green,Cypriol Oil or Nagarmotha,Leather,Galbanum,Fall/Winter,Night,long lasting,heavy,4.03,352
230,The Library Collection Opus VIII Amouage for women and men,Oriental Woody,Jasmine,Olibanum,Guaiac Wood,All Season,Day,long lasting,heavy,3.52,183
231,The Library Collection Opus X Amouage for women and men,Oriental Floral,May Rose,Varnish accord,Metallic notes,All Season,All Time,long lasting,heavy,3.5,132
232,Blossom Love Amouage for women,Floral,Cherry Blossom,Amaretto,Heliotrope,All Season,Day,long lasting,heavy,3.8,256
233,Lilac Love Amouage for women,,Cacao,Heliotrope,Vanilla,All Season,Day,long lasting,heavy,3.89,397
234,Love Tuberose Amouage for women,Floral Fruity Gourmand,Tuberose,Whipped cream,Vanilla,Fall/Winter,All Time,moderate,heavy,4.19,54
235,Forbidden Affair Anna Sui for women,Floral Fruity,Raspberry,Black Currant,Red Currant,Spring/Summer,Day,moderate,moderate,3.58,330
236,Sui Love Anna Sui for women,Floral,Passionfruit,Orange,White Rose,Spring/Summer,Day,moderate,moderate,3.45,292
237,Anna Sui Anna Sui for women,Floral,iris,Bulgarian Rose,Raspberry,All Season,All Time,moderate,moderate,3.87,523
238,Live Your Dream Anna Sui for women,Floral Woody Musk,Bulgarian Rose,White Pepper,Water Lily,All Season,Day,moderate,moderate,3.29,115
239,Dolly Girl Anna Sui for women,Floral Fruity,Melon,Apple,Bergamot,Spring/Summer,Day,moderate,moderate,3.5,375
240,Dolly Girl Bonjour L'Amour Anna Sui for women,Floral Fruity,Raspberry,Peach,Italian Melon,Spring/Summer,Day,moderate,moderate,4.08,98
241,Dolly Girl Lil' Starlet Anna Sui for women,Floral Fruity,Lemon,Pear,Orange,Spring/Summer,Day,moderate,moderate,2.61,76
242,Dolly Girl On The Beach Anna Sui for women,Floral,Apple,Mandarin Orange,Lemon,Summer,Day,moderate,moderate,3.74,93
243,Dolly Girl Ooh La Love Anna Sui for women,Floral,Lemon,Star Anise,White Musk,Spring/Summer,Day,moderate,heavy,3.53,83
244,Fantasia Anna Sui for women,Floral Fruity Gourmand,Pomelo,Raspberry,Cypress,All Season,Day,moderate,heavy,3.44,62
245,Flight Of Fancy Anna Sui for women,Floral Fruity,Yuzu,Litchi,Lemon,Spring/Summer,Day,moderate,moderate,3.9,463
246,Flight of Fancy Spirit Anna Sui for women,Floral Fruity,Mango,Bergamot,Sea water,Spring/Summer,Night,weak,heavy,1.0,3
247,Night of Fancy Anna Sui for women,Floral Fruity,Blueberry,Milk,Olibanum,All Season,Night,moderate,moderate,3.55,231
248,La Nuit de Bohème Anna Sui for women,Oriental Floral,Citruses,Blackberry,Agarwood (Oud),All Season,All Time,long lasting,moderate,3.67,141
249,La Nuit de Bohème Eau de Parfum Anna Sui for women,Oriental Floral,Plum,Blackberry,Amber,Fall/Winter,Night,moderate,moderate,3.96,84
250,La Vie de Boheme Anna Sui for women,Floral Fruity,Red Berries,Pear,Raspberry,Spring/Summer,Day,moderate,moderate,3.78,216
251,L'Amour Rose Versailles Eau de Toilette Anna Sui for women,Floral Fruity,Rose,Black Currant,Cedar,Spring/Summer,Day,weak,soft,4.0,3
252,L’Amour Rose Anna Sui for women,Floral Fruity,Macarons,Cotton Candy,Cherry Blossom,Spring/Summer,Day,moderate,heavy,3.91,28
253,L’Amour Rose Eau de Toilette Anna Sui for women,Floral Fruity,Peony,Cranberry,Pink Pepper,All Season,Day,moderate,moderate,4.25,6
254,Rock Me! Anna Sui for women,Floral Fruity,Peach,Orange,Pear,Spring/Summer,Day,moderate,moderate,3.63,179
255,Rock Me! Summer of Love Anna Sui for women,Floral,Water Lily,Bergamot,Peach,Summer,Day,moderate,moderate,3.48,162
256,Romantica Anna Sui for women,Floral Fruity,Pink Peony,Grapefruit,Pomegranate,Spring/Summer,Day,moderate,moderate,3.68,49
257,Romantica Exotica Anna Sui for women,Floral Fruity,Jasmine,Lemon,Grapefruit,Spring/Summer,Day,moderate,moderate,4.0,24
258,Anna Sui Fairy Dance Secret Wish Anna Sui for women,Floral Fruity,Mango,Mandarin Orange,Bamboo,Spring/Summer,Day,weak,moderate,3.62,216
259,Fairy Dance Sun Anna Sui for women,Floral Woody Musk,Bamboo,Acai berry,White Musk,All Season,Day,weak,heavy,2.5,3
260,Lucky Wish Anna Sui for women,Floral Fruity,Iced Lemon,Bamboo,Tangerine,Spring/Summer,Day,moderate,moderate,4.2,31
261,Secret Wish Anna Sui for women,Floral Fruity,Lemon,Pineapple,Melon,Spring/Summer,Day,moderate,moderate,3.99,642
262,Secret Wish Magic Romance Anna Sui for women,Floral Fruity,Bergamot,Sicilian Lemon,Melon,Spring/Summer,Day,weak,moderate,3.57,222
263,Sui Dreams Anna Sui for women,Oriental Vanilla,Tahitian Vanilla,Peach,Nutmeg,All Season,Day,moderate,moderate,3.82,614
264,Sui Dreams in Green Anna Sui for women,Floral Woody Musk,Lily-of-the-Valley,Citron,Vetiver,Spring/Summer,Day,moderate,heavy,4.38,12
265,Sui Dreams in Pink Anna Sui for women,Floral Fruity,Raspberry,Hibiscus,Water Lily,Spring/Summer,Day,long lasting,heavy,4.25,15
266,Sui Dreams in Yellow Anna Sui for women,Floral Woody Musk,Mandarin Orange,Lotus,Sandalwood,Spring/Summer,Day,poor,heavy,3.5,9
267,Tin House Fairy Dance Anna Sui for women,Floral Fruity,Sandalwood,Mango,Vanilla,Spring/Summer,Day,moderate,heavy,2.33,5
268,Tin House Forbidden Affair Anna Sui for women,Floral Fruity,Black Currant,Red Currant,Pomegranate,Spring/Summer,Day,moderate,moderate,4.25,5
269,Bois d'Hadrien Annick Goutal for women and men,Woody Aromatic,Lime,Spicy Notes,Pine,All Season,Day,moderate,heavy,4.0,26
270,Ce Soir Ou Jamais Annick Goutal for women,Floral,Turkish Rose,Hibiscus,Ambrette (Musk Mallow),All Season,All Time,moderate,heavy,3.78,409
271,Chat Perché Annick Goutal for women and men,Floral,Sweet Pea,White Musk,Lemon Blossom,Spring/Summer,Day,weak,soft,4.0,14
272,Des Lys Annick Goutal for women,Floral Green,Lily,Cassis,Ivy,Spring/Summer,Day,moderate,moderate,4.09,39
273,Duel Annick Goutal for men,Woody Aromatic,Holly,Petitgrain,Leather,Spring/Summer,Day,moderate,moderate,3.99,284
274,Eau d'Hadrien Annick Goutal for women and men,Citrus Aromatic,Lemon,Cypress,Citron,Summer,Day,moderate,moderate,3.89,1086
275,Eau de Camille Annick Goutal for women,Floral Green,Grass,Ivy,Honeysuckle,Spring/Summer,Day,moderate,heavy,3.89,215
276,Eau De Charlotte Annick Goutal for women,Floral Fruity Gourmand,Mimosa,Lily,Cacao,All Season,Day,moderate,moderate,3.81,453
277,Eau de Ciel Eau de Toilette Annick Goutal for women,Floral,Lime (Linden) Blossom,Beeswax,White Musk,Spring/Summer,Day,weak,moderate,3.76,73
278,Eau de Lavande Annick Goutal for women and men,Aromatic,Lavender,Tonka Bean,Spices,All Season,All Time,moderate,moderate,4.09,40
279,Eau de Monsieur Annick Goutal for women and men,Woody Chypre,Lemon,Oakmoss,Amber,All Season,Day,moderate,moderate,4.1,51
280,Eau de Monsieur Annick Goutal for men,Citrus Aromatic,Bergamot,Mandarin Orange,Mint,Spring/Summer,Day,moderate,moderate,4.03,63
281,Eau du Ciel Annick Goutal for women,Floral,Lime (Linden Blossom),Orange Blossom,Neroli,Spring/Summer,Day,moderate,moderate,3.9,228
282,Eau du Fier Annick Goutal for men,Woody Spicy,Birch,Tea,Bitter Orange,All Season,All Time,moderate,heavy,3.9,48
283,Eau du Sud Annick Goutal for women and men,Citrus Aromatic,Lemon Verbena,Lime,Oakmoss,Spring/Summer,Day,moderate,moderate,3.85,481
284,Folavril Annick Goutal for women,Floral Aldehyde,Tomato Leaf,Mango,Exotic floral notes,Spring/Summer,Day,weak,moderate,3.43,137
285,Gardenia Passion Annick Goutal for women,Floral,Gardenia,Tuberose,Orange Blossom,Spring/Summer,Day,moderate,moderate,3.54,427
286,Grand Amour Annick Goutal for women,Floral Green,Hiacynth,Lily,Indian Mimosa,All Season,All Time,moderate,moderate,3.66,540
287,Hadrien Absolu Annick Goutal for men,Citrus Aromatic,Lemon,Citron,Bergamot,Spring/Summer,Day,long lasting,heavy,4.52,75
288,Heure Exquise Annick Goutal for women,Floral,iris,Galbanum,Hyacinth,All Season,All Time,moderate,moderate,4.25,358
289,La Violette Annick Goutal for women,Floral Green,Violet,Violet Leaf,Turkish Rose,Spring/Summer,Day,moderate,moderate,4.07,355
290,Le Chevrefeuille Annick Goutal for women,Floral Green,Honeysuckle,Lemon,Green Notes,Spring/Summer,Day,weak,moderate,4.25,481
291,Le Jasmin Annick Goutal for women,Floral,Jasmine,Ginger,Magnolia,Spring/Summer,Day,moderate,moderate,3.58,127
292,Le Mimosa Annick Goutal for women,Floral,Peach,Mimosa,Green Notes,Spring/Summer,Day,moderate,moderate,3.48,201
293,Le Muguet Annick Goutal for women,Floral,Lily-of-the-Valley,Red Berries,Benzoin,Spring,Day,moderate,moderate,3.28,140
294,Les Nuits d'Hadrien Annick Goutal for women and men,Citrus Aromatic,Green Mandarin,Cypress,Sicilian Bergamot,Spring/Summer,Day,moderate,moderate,3.93,464
295,L’Ile au Thé Annick Goutal for women and men,Citrus Aromatic,Tea,Mandarin Blossom,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.72,139
296,Mandragore Annick Goutal for women and men,Woody Aromatic,Bergamot,Star Anise,Mint,Spring/Summer,Day,moderate,moderate,3.8,709
297,Mandragore Pourpre Annick Goutal for women and men,Woody Spicy,Star Anise,Bergamot,Mint,All Season,All Time,moderate,moderate,4.09,314
298,Neroli Annick Goutal for women and men,Floral,Neroli,Orange Blossom,Cypress,Spring/Summer,Day,weak,moderate,3.94,239
299,Ninfeo Mio Annick Goutal for women and men,Woody Aromatic,Fig Leaf,Citron,Amalfi Lemon,Spring/Summer,Day,moderate,moderate,4.0,859
300,Nuit Etoilee Annick Goutal for women and men,Woody Aromatic,Mint,Pine Tree,Fir,All Season,All Time,moderate,moderate,3.98,735
301,Nuit Etoilee Eau de Parfum Annick Goutal for women and men,Woody Aromatic,Mint,Pine Tree,Fir Resin,All Season,All Time,moderate,moderate,4.39,261
302,Passion Annick Goutal for women,Floral,Tuberose,Ylang-Ylang,Oakmoss,All Season,All Time,moderate,moderate,3.75,289
303,Petite Cherie Annick Goutal for women,Floral Fruity,Pear,Grass,Peach,Spring/Summer,Day,moderate,moderate,3.72,1140
304,Petite Chérie - Claudie Pierlot Edition Annick Goutal for women,Floral Fruity,Pear,Peach,Grass,Spring/Summer,Day,moderate,heavy,4.25,15
305,Quel Amour! Annick Goutal for women,Floral,Peony,Geranium,Red Currant,Spring/Summer,Day,moderate,moderate,3.47,389
306,Rose Pompon Annick Goutal for women and men,Floral Fruity,Rose,Black Currant,Raspberry,Spring/Summer,Day,moderate,moderate,3.76,126
307,Rose Pompon Eau de Parfum Annick Goutal for women,Floral,Damask Rose,Raspberry,Grapefruit,All Season,All Time,long lasting,heavy,4.0,19
308,Rose Splendide Annick Goutal for women,Floral,Rose,Pear,Magnolia,Spring/Summer,Day,moderate,moderate,3.66,237
309,Sables Annick Goutal for men,Oriental Woody,Immortelle,Pepper,Sandalwood,Fall/Winter,All Time,long lasting,heavy,4.03,470
310,Songes Annick Goutal for women,Oriental Floral,Frangipani,Ylang-Ylang,Tiare Flower,All Season,All Time,long lasting,heavy,4.03,1113
311,Un Matin d'Orage Annick Goutal for women,Floral,Gardenia,Green Notes,Jasmine,Spring/Summer,Day,moderate,moderate,4.0,577
312,Un Matin d'Orage Eau de Parfum Annick Goutal for women,Oriental Floral,Tuberose,Gardenia,Magnolia,Spring/Summer,Day,moderate,moderate,3.73,47
313,Vanille Exquise Annick Goutal for women,Oriental Vanilla,Vanilla,Almond,Guaiac Wood,Fall/Winter,Day,moderate,moderate,3.87,470
314,Vent de Folie Annick Goutal for women,Floral Woody Musk,Rose Geranium,Sweet Pea,Raspberry,Spring/Summer,Day,moderate,moderate,3.98,118
315,Vetiver Annick Goutal for men,Woody Spicy,Vetiver,Sea Salt,Tobacco,All Season,Day,moderate,heavy,4.28,112
316,Dolce Vita Collection Eau d'Hadrien Annick Goutal for women and men,Citrus Aromatic,Lemon,Citruses,Cypress,Spring/Summer,Day,moderate,heavy,3.62,30
317,Dolce Vita Collection Eau du Sud Annick Goutal for women and men,Citrus Aromatic,resins,Mandarin Orange,Bergamot,All Season,Day,weak,enormous,3.75,5
318,Dolce Vita Collection Ninfeo Mio Annick Goutal for women and men,Citrus Aromatic,Fig Leaf,Lavender,Lemon,Spring,Day,moderate,heavy,3.94,28
319,Eau d'Hadrien Eau sans Alcool Annick Goutal for women and men,Citrus Aromatic,Lemon,Mandarin Orange,Citron,Spring/Summer,Day,weak,moderate,4.5,3
320,1001 OUDS Annick Goutal for women and men,Oriental Spicy,Agarwood (Oud),Guaiac Wood,Myrhh,Fall/Winter,Night,long lasting,heavy,3.67,81
321,Ambre Sauvage Annick Goutal for women and men,Oriental Spicy,Amber,Patchouli,Vanilla Absolute,Fall/Winter,Night,long lasting,heavy,3.79,84
322,Vanille Charnelle Annick Goutal for women and men,Oriental Floral,Vanilla,Tonka Bean,Ylang-Ylang,Fall/Winter,All Time,long lasting,heavy,4.03,120
323,Les Colognes Eau d'Hadrien Annick Goutal for women and men,Citrus Aromatic,Citron,Lemon,Cypress,Spring/Summer,Day,moderate,moderate,3.48,115
324,Les Colognes Neroli Annick Goutal for women and men,Floral Fruity,Neroli,Orange Blossom,Petitgrain,Spring/Summer,Day,moderate,moderate,4.42,100
325,Ambre Fétiche Annick Goutal for women and men,Oriental,Amber,Incense,Leather,Fall/Winter,Night,long lasting,heavy,4.26,733
326,Encens Flamboyant Annick Goutal for women and men,Oriental,Incense,Balsam Fir,Pepper,Fall/Winter,All Time,moderate,moderate,3.93,444
327,Musc Nomade Annick Goutal for women and men,Oriental Woody,White Musk,Ambrette (Musk Mallow),Angelica,All Season,Day,moderate,moderate,4.02,430
328,Myrrhe Ardente Annick Goutal for women and men,Oriental,Myrhh,Beeswax,Benzoin,Fall/Winter,All Time,moderate,moderate,3.96,385
329,Nuit et Confidences Annick Goutal for women,Oriental,Vanilla,Tonka Bean,Incense,Fall/Winter,Night,moderate,heavy,3.89,89
330,Tenue de Soiree Annick Goutal for women,Chypre,iris,Patchouli,Black Currant,Fall/Winter,All Time,moderate,heavy,3.81,115
331,Chocolovers Aquolina for women and men,Oriental Vanilla,Hazelnut,Vanilla,Orange,Fall/Winter,All Time,moderate,heavy,3.95,598
332,Luna Park Aquolina for women,Floral Fruity Gourmand,raspberry bloom,Marshmallow,Black currant leaf,All Season,All Time,moderate,heavy,4.17,14
333,Sweet Me Aquolina for women,Floral Fruity Gourmand,Musk,Black Currant,Raspberry,Fall/Winter,All Time,long lasting,heavy,3.0,5
334,Tweety Aquolina for women,Floral Fruity,Patchouli,Bergamot,Grapefruit,Spring/Summer,Day,moderate,moderate,3.11,70
335,Bignè Orchidea e Cioccolato Bianco Aquolina for women,Floral Fruity Gourmand,Profiterole,White Chocolate,Orchid,Summer,Day,moderate,enormous,4.0,3
336,Cocco Aquolina for women,Floral Fruity,Coconut,Vanilla,Musk,Spring/Summer,All Time,long lasting,heavy,3.33,3
337,Liquirizia e Mora Aquolina for women,Floral Fruity,Blackberry,Musk,Licorice,Fall,Day,weak,soft,3.5,4
338,Black Sugar Aquolina for women,Oriental Vanilla,Vanilla,Leather,Agarwood (Oud),Fall/Winter,Night,long lasting,heavy,3.86,385
339,Blue Sugar Aquolina for men,Woody Aromatic,Cotton Candy,Licorice,Star Anise,Fall/Winter,All Time,long lasting,heavy,3.75,637
340,Gold Sugar Aquolina for women,Oriental Vanilla,Creme Brulee,Whipped cream,Coconut,Fall/Winter,Day,moderate,moderate,3.93,1085
341,Pink Flower Aquolina for women,Chypre Floral,Raspberry,Vanilla,Patchouli,All Season,Day,moderate,moderate,3.66,52
342,Pink Sugar Aquolina for women,Floral Fruity Gourmand,Cotton Candy,Caramel,Vanilla,All Season,Day,long lasting,heavy,3.46,5605
343,Pink Sugar Luxury Extract Aquolina for women,Floral Fruity Gourmand,Cotton Candy,Caramel,Vanilla,All Season,Night,long lasting,heavy,4.42,79
344,Pink Sugar Sensual Aquolina for women,Oriental Vanilla,Sugar,Vanilla,Tangerine,All Season,All Time,moderate,moderate,3.67,943
